governorate,bank,date,gender,sale_type,count
Hadramaut,KIMB,2025-05-29,female,credit_sales,
Hadramaut,KIMB,2025-05-29,female,first_borrowers_only,
Hadramaut,KIMB,2025-05-29,male,cash_sales,0.0
Hadramaut,KIMB,2025-05-29,male,credit_sales,
Hadramaut,KIMB,2025-05-29,male,first_borrowers_only,
Hadramaut,NMF,2025-05-29,female,cash_sales,0.0
Hadramaut,NMF,2025-05-29,female,credit_sales,0.0
Hadramaut,NMF,2025-05-29,female,first_borrowers_only,0.0
Hadramaut,NMF,2025-05-29,male,cash_sales,0.0
Hadramaut,NMF,2025-05-29,male,credit_sales,0.0
Hadramaut,NMF,2025-05-29,male,first_borrowers_only,0.0
Hadramaut,TIIB,2025-05-29,female,cash_sales,1505.0
Hadramaut,TIIB,2025-05-29,female,credit_sales,25.0
Hadramaut,TIIB,2025-05-29,female,first_borrowers_only,0.0
Hadramaut,TIIB,2025-05-29,male,cash_sales,7657.0
Hadramaut,TIIB,2025-05-29,male,credit_sales,200.0
Hadramaut,TIIB,2025-05-29,male,first_borrowers_only,0.0
Hadramaut,YKB,2025-05-29,female,cash_sales,0.0
Hadramaut,YKB,2025-05-29,female,credit_sales,0.0
Hadramaut,YKB,2025-05-29,female,first_borrowers_only,0.0
Hadramaut,YKB,2025-05-29,male,cash_sales,0.0
Hadramaut,YKB,2025-05-29,male,credit_sales,0.0
Hadramaut,YKB,2025-05-29,male,first_borrowers_only,0.0
Hajjah,AMB,2025-05-29,female,cash_sales,2935.0
Hajjah,AMB,2025-05-29,female,credit_sales,0.0
Hajjah,AMB,2025-05-29,female,first_borrowers_only,0.0
Hajjah,AMB,2025-05-29,male,cash_sales,9073.0
Hajjah,AMB,2025-05-29,male,credit_sales,0.0
Hajjah,AMB,2025-05-29,male,first_borrowers_only,0.0
Hajjah,AMP,2025-05-29,female,cash_sales,0.0
Hajjah,AMP,2025-05-29,female,credit_sales,0.0
Hajjah,AMP,2025-05-29,female,first_borrowers_only,0.0
Hajjah,AMP,2025-05-29,male,cash_sales,0.0
Hajjah,AMP,2025-05-29,male,credit_sales,0.0
Hajjah,AMP,2025-05-29,male,first_borrowers_only,0.0
Hajjah,Azal,2025-05-29,female,cash_sales,0.0
Hajjah,Azal,2025-05-29,female,credit_sales,0.0
Hajjah,Azal,2025-05-29,female,first_borrowers_only,0.0
Hajjah,Azal,2025-05-29,male,cash_sales,2.0
Hajjah,Azal,2025-05-29,male,credit_sales,0.0
Hajjah,Azal,2025-05-29,male,first_borrowers_only,0.0
Hajjah,KIMB,2025-05-29,female,cash_sales,397.0
Hajjah,KIMB,2025-05-29,female,credit_sales,
Hajjah,KIMB,2025-05-29,female,first_borrowers_only,
Hajjah,KIMB,2025-05-29,male,cash_sales,2378.0
Hajjah,KIMB,2025-05-29,male,credit_sales,
Hajjah,KIMB,2025-05-29,male,first_borrowers_only,
Hajjah,NMF,2025-05-29,female,cash_sales,575.0
Hajjah,NMF,2025-05-29,female,credit_sales,0.0
Hajjah,NMF,2025-05-29,female,first_borrowers_only,0.0
Hajjah,NMF,2025-05-29,male,cash_sales,286.0
Hajjah,NMF,2025-05-29,male,credit_sales,0.0
Hajjah,NMF,2025-05-29,male,first_borrowers_only,0.0
Hajjah,TIIB,2025-05-29,female,cash_sales,0.0
Hajjah,TIIB,2025-05-29,female,credit_sales,0.0
Hajjah,TIIB,2025-05-29,female,first_borrowers_only,0.0
Hajjah,TIIB,2025-05-29,male,cash_sales,0.0
Hajjah,TIIB,2025-05-29,male,credit_sales,0.0
Hajjah,TIIB,2025-05-29,male,first_borrowers_only,0.0
Hajjah,YKB,2025-05-29,female,cash_sales,313.0
Hajjah,YKB,2025-05-29,female,credit_sales,0.0
Hajjah,YKB,2025-05-29,female,first_borrowers_only,0.0
Hajjah,YKB,2025-05-29,male,cash_sales,125.0
Hajjah,YKB,2025-05-29,male,credit_sales,0.0
Hajjah,YKB,2025-05-29,male,first_borrowers_only,0.0
Ibb,AMB,2025-05-29,female,cash_sales,232.0
Ibb,AMB,2025-05-29,female,credit_sales,0.0
Ibb,AMB,2025-05-29,female,first_borrowers_only,0.0
Ibb,AMB,2025-05-29,male,cash_sales,1768.0
Ibb,AMB,2025-05-29,male,credit_sales,0.0
Ibb,AMB,2025-05-29,male,first_borrowers_only,0.0
Ibb,AMP,2025-05-29,female,cash_sales,0.0
Ibb,AMP,2025-05-29,female,credit_sales,0.0
Ibb,AMP,2025-05-29,female,first_borrowers_only,0.0
Ibb,AMP,2025-05-29,male,cash_sales,0.0
Ibb,AMP,2025-05-29,male,credit_sales,0.0
Ibb,AMP,2025-05-29,male,first_borrowers_only,0.0
Ibb,Azal,2025-05-29,female,cash_sales,4.0
Ibb,Azal,2025-05-29,female,credit_sales,0.0
Ibb,Azal,2025-05-29,female,first_borrowers_only,0.0
Ibb,Azal,2025-05-29,male,cash_sales,84.0
Ibb,Azal,2025-05-29,male,credit_sales,8.0
Ibb,Azal,2025-05-29,male,first_borrowers_only,0.0
Ibb,KIMB,2025-05-29,female,cash_sales,113.0
Ibb,KIMB,2025-05-29,female,credit_sales,
Ibb,KIMB,2025-05-29,female,first_borrowers_only,
Ibb,KIMB,2025-05-29,male,cash_sales,645.0
Ibb,KIMB,2025-05-29,male,credit_sales,
Ibb,KIMB,2025-05-29,male,first_borrowers_only,
Ibb,NMF,2025-05-29,female,cash_sales,929.0
Ibb,NMF,2025-05-29,female,credit_sales,0.0
Ibb,NMF,2025-05-29,female,first_borrowers_only,0.0
Ibb,NMF,2025-05-29,male,cash_sales,1639.0
Ibb,NMF,2025-05-29,male,credit_sales,0.0
Ibb,NMF,2025-05-29,male,first_borrowers_only,0.0
Ibb,TIIB,2025-05-29,female,cash_sales,0.0
Ibb,TIIB,2025-05-29,female,credit_sales,0.0
Ibb,TIIB,2025-05-29,female,first_borrowers_only,0.0
Ibb,TIIB,2025-05-29,male,cash_sales,0.0
Ibb,TIIB,2025-05-29,male,credit_sales,0.0
Ibb,TIIB,2025-05-29,male,first_borrowers_only,0.0
Ibb,YKB,2025-05-29,female,cash_sales,16.0
Ibb,YKB,2025-05-29,female,credit_sales,0.0
Ibb,YKB,2025-05-29,female,first_borrowers_only,0.0
Ibb,YKB,2025-05-29,male,cash_sales,1.0
Ibb,YKB,2025-05-29,male,credit_sales,0.0
Ibb,YKB,2025-05-29,male,first_borrowers_only,0.0
Lahj,AMB,2025-05-29,female,cash_sales,0.0
Lahj,AMB,2025-05-29,female,credit_sales,0.0
Lahj,AMB,2025-05-29,female,first_borrowers_only,0.0
Lahj,AMB,2025-05-29,male,cash_sales,0.0
Lahj,AMB,2025-05-29,male,credit_sales,0.0
Lahj,AMB,2025-05-29,male,first_borrowers_only,0.0
Lahj,AMP,2025-05-29,female,cash_sales,20.0
Lahj,AMP,2025-05-29,female,credit_sales,84.0
Lahj,AMP,2025-05-29,female,first_borrowers_only,79.0
Lahj,AMP,2025-05-29,male,cash_sales,53.0
Lahj,AMP,2025-05-29,male,credit_sales,137.0
Lahj,AMP,2025-05-29,male,first_borrowers_only,129.0
Lahj,Azal,2025-05-29,female,cash_sales,0.0
Lahj,Azal,2025-05-29,female,credit_sales,0.0
Lahj,Azal,2025-05-29,female,first_borrowers_only,0.0
Lahj,Azal,2025-05-29,male,cash_sales,0.0
Lahj,Azal,2025-05-29,male,credit_sales,0.0
Lahj,Azal,2025-05-29,male,first_borrowers_only,0.0
Lahj,KIMB,2025-05-29,female,cash_sales,164.0
Lahj,KIMB,2025-05-29,female,credit_sales,
Lahj,KIMB,2025-05-29,female,first_borrowers_only,
Lahj,KIMB,2025-05-29,male,cash_sales,752.0
Lahj,KIMB,2025-05-29,male,credit_sales,
Lahj,KIMB,2025-05-29,male,first_borrowers_only,
Lahj,NMF,2025-05-29,female,cash_sales,723.0
Lahj,NMF,2025-05-29,female,credit_sales,0.0
Lahj,NMF,2025-05-29,female,first_borrowers_only,0.0
Lahj,NMF,2025-05-29,male,cash_sales,328.0
Lahj,NMF,2025-05-29,male,credit_sales,0.0
Lahj,NMF,2025-05-29,male,first_borrowers_only,0.0
Lahj,TIIB,2025-05-29,female,cash_sales,0.0
Lahj,TIIB,2025-05-29,female,credit_sales,0.0
Lahj,TIIB,2025-05-29,female,first_borrowers_only,0.0
Lahj,TIIB,2025-05-29,male,cash_sales,0.0
Lahj,TIIB,2025-05-29,male,credit_sales,0.0
Lahj,TIIB,2025-05-29,male,first_borrowers_only,0.0
Lahj,YKB,2025-05-29,female,cash_sales,18.0
Lahj,YKB,2025-05-29,female,credit_sales,0.0
Lahj,YKB,2025-05-29,female,first_borrowers_only,0.0
Lahj,YKB,2025-05-29,male,cash_sales,217.0
Lahj,YKB,2025-05-29,male,credit_sales,0.0
Lahj,YKB,2025-05-29,male,first_borrowers_only,0.0
Marib,AMB,2025-05-29,female,cash_sales,243.0
Marib,AMB,2025-05-29,female,credit_sales,0.0
Marib,AMB,2025-05-29,female,first_borrowers_only,0.0
Marib,AMB,2025-05-29,male,cash_sales,4757.0
Marib,AMB,2025-05-29,male,credit_sales,0.0
Marib,AMB,2025-05-29,male,first_borrowers_only,0.0
Marib,AMP,2025-05-29,female,cash_sales,0.0
Marib,AMP,2025-05-29,female,credit_sales,0.0
Marib,AMP,2025-05-29,female,first_borrowers_only,0.0
Marib,AMP,2025-05-29,male,cash_sales,0.0
Marib,AMP,2025-05-29,male,credit_sales,0.0
Marib,AMP,2025-05-29,male,first_borrowers_only,0.0
Marib,Azal,2025-05-29,female,cash_sales,0.0
Marib,Azal,2025-05-29,female,credit_sales,0.0
Marib,Azal,2025-05-29,female,first_borrowers_only,0.0
Marib,Azal,2025-05-29,male,cash_sales,0.0
Marib,Azal,2025-05-29,male,credit_sales,0.0
Marib,Azal,2025-05-29,male,first_borrowers_only,0.0
Marib,KIMB,2025-05-29,female,cash_sales,0.0
Marib,KIMB,2025-05-29,female,credit_sales,
Marib,KIMB,2025-05-29,female,first_borrowers_only,
Marib,KIMB,2025-05-29,male,cash_sales,0.0
Marib,KIMB,2025-05-29,male,credit_sales,
Marib,KIMB,2025-05-29,male,first_borrowers_only,
Marib,NMF,2025-05-29,female,cash_sales,778.0
Marib,NMF,2025-05-29,female,credit_sales,0.0
Marib,NMF,2025-05-29,female,first_borrowers_only,0.0
Marib,NMF,2025-05-29,male,cash_sales,1141.0
Marib,NMF,2025-05-29,male,credit_sales,0.0
Marib,NMF,2025-05-29,male,first_borrowers_only,0.0
Marib,TIIB,2025-05-29,female,cash_sales,0.0
Marib,TIIB,2025-05-29,female,credit_sales,0.0
Marib,TIIB,2025-05-29,female,first_borrowers_only,0.0
Marib,TIIB,2025-05-29,male,cash_sales,0.0
Marib,TIIB,2025-05-29,male,credit_sales,0.0
Marib,TIIB,2025-05-29,male,first_borrowers_only,0.0
Marib,YKB,2025-05-29,female,cash_sales,0.0
Marib,YKB,2025-05-29,female,credit_sales,0.0
Marib,YKB,2025-05-29,female,first_borrowers_only,0.0
Marib,YKB,2025-05-29,male,cash_sales,0.0
Marib,YKB,2025-05-29,male,credit_sales,0.0
Marib,YKB,2025-05-29,male,first_borrowers_only,0.0
Raymah,AMB,2025-05-29,female,cash_sales,80.0
Raymah,AMB,2025-05-29,female,credit_sales,0.0
Raymah,AMB,2025-05-29,female,first_borrowers_only,0.0
Raymah,AMB,2025-05-29,male,cash_sales,208.0
Raymah,AMB,2025-05-29,male,credit_sales,0.0
Raymah,AMB,2025-05-29,male,first_borrowers_only,0.0
Raymah,AMP,2025-05-29,female,cash_sales,0.0
Raymah,AMP,2025-05-29,female,credit_sales,0.0
Raymah,AMP,2025-05-29,female,first_borrowers_only,0.0
Raymah,AMP,2025-05-29,male,cash_sales,0.0
Raymah,AMP,2025-05-29,male,credit_sales,0.0
Raymah,AMP,2025-05-29,male,first_borrowers_only,0.0
Raymah,Azal,2025-05-29,female,cash_sales,0.0
Raymah,Azal,2025-05-29,female,credit_sales,0.0
Raymah,Azal,2025-05-29,female,first_borrowers_only,0.0
Raymah,Azal,2025-05-29,male,cash_sales,0.0
Raymah,Azal,2025-05-29,male,credit_sales,0.0
Raymah,Azal,2025-05-29,male,first_borrowers_only,0.0
Raymah,KIMB,2025-05-29,female,cash_sales,34.0
Raymah,KIMB,2025-05-29,female,credit_sales,
Raymah,KIMB,2025-05-29,female,first_borrowers_only,
Raymah,KIMB,2025-05-29,male,cash_sales,130.0
Raymah,KIMB,2025-05-29,male,credit_sales,
Raymah,KIMB,2025-05-29,male,first_borrowers_only,
Raymah,NMF,2025-05-29,female,cash_sales,199.0
Raymah,NMF,2025-05-29,female,credit_sales,0.0
Raymah,NMF,2025-05-29,female,first_borrowers_only,0.0
Raymah,NMF,2025-05-29,male,cash_sales,66.0
Raymah,NMF,2025-05-29,male,credit_sales,0.0
Raymah,NMF,2025-05-29,male,first_borrowers_only,0.0
Raymah,TIIB,2025-05-29,female,cash_sales,0.0
Raymah,TIIB,2025-05-29,female,credit_sales,0.0
Raymah,TIIB,2025-05-29,female,first_borrowers_only,0.0
Raymah,TIIB,2025-05-29,male,cash_sales,0.0
Raymah,TIIB,2025-05-29,male,credit_sales,0.0
Raymah,TIIB,2025-05-29,male,first_borrowers_only,0.0
Raymah,YKB,2025-05-29,female,cash_sales,63.0
Raymah,YKB,2025-05-29,female,credit_sales,0.0
Raymah,YKB,2025-05-29,female,first_borrowers_only,0.0
Raymah,YKB,2025-05-29,male,cash_sales,164.0
Raymah,YKB,2025-05-29,male,credit_sales,0.0
Raymah,YKB,2025-05-29,male,first_borrowers_only,0.0
Sa'ada,AMB,2025-05-29,female,cash_sales,0.0
Sa'ada,AMB,2025-05-29,female,credit_sales,0.0
Sa'ada,AMB,2025-05-29,female,first_borrowers_only,0.0
Sa'ada,AMB,2025-05-29,male,cash_sales,0.0
Sa'ada,AMB,2025-05-29,male,credit_sales,0.0
Sa'ada,AMB,2025-05-29,male,first_borrowers_only,0.0
Sa'ada,AMP,2025-05-29,female,cash_sales,0.0
Sa'ada,AMP,2025-05-29,female,credit_sales,0.0
Sa'ada,AMP,2025-05-29,female,first_borrowers_only,0.0
Sa'ada,AMP,2025-05-29,male,cash_sales,0.0
Sa'ada,AMP,2025-05-29,male,credit_sales,0.0
Sa'ada,AMP,2025-05-29,male,first_borrowers_only,0.0
Sa'ada,Azal,2025-05-29,female,cash_sales,0.0
Sa'ada,Azal,2025-05-29,female,credit_sales,0.0
Sa'ada,Azal,2025-05-29,female,first_borrowers_only,0.0
Sa'ada,Azal,2025-05-29,male,cash_sales,0.0
Sa'ada,Azal,2025-05-29,male,credit_sales,0.0
Sa'ada,Azal,2025-05-29,male,first_borrowers_only,0.0
Sa'ada,KIMB,2025-05-29,female,cash_sales,1.0
Sa'ada,KIMB,2025-05-29,female,credit_sales,
Sa'ada,KIMB,2025-05-29,female,first_borrowers_only,
Sa'ada,KIMB,2025-05-29,male,cash_sales,7.0
Sa'ada,KIMB,2025-05-29,male,credit_sales,
Sa'ada,KIMB,2025-05-29,male,first_borrowers_only,
Sa'ada,NMF,2025-05-29,female,cash_sales,0.0
Sa'ada,NMF,2025-05-29,female,credit_sales,0.0
Sa'ada,NMF,2025-05-29,female,first_borrowers_only,0.0
Sa'ada,NMF,2025-05-29,male,cash_sales,0.0
Sa'ada,NMF,2025-05-29,male,credit_sales,0.0
Sa'ada,NMF,2025-05-29,male,first_borrowers_only,0.0
Sa'ada,TIIB,2025-05-29,female,cash_sales,0.0
Sa'ada,TIIB,2025-05-29,female,credit_sales,0.0
Sa'ada,TIIB,2025-05-29,female,first_borrowers_only,0.0
Sa'ada,TIIB,2025-05-29,male,cash_sales,0.0
Sa'ada,TIIB,2025-05-29,male,credit_sales,0.0
Sa'ada,TIIB,2025-05-29,male,first_borrowers_only,0.0
Sa'ada,YKB,2025-05-29,female,cash_sales,0.0
Sa'ada,YKB,2025-05-29,female,credit_sales,0.0
Sa'ada,YKB,2025-05-29,female,first_borrowers_only,0.0
Sa'ada,YKB,2025-05-29,male,cash_sales,0.0
Sa'ada,YKB,2025-05-29,male,credit_sales,0.0
Sa'ada,YKB,2025-05-29,male,first_borrowers_only,0.0
Sana'a,AMB,2025-05-29,female,cash_sales,750.0
Sana'a,AMB,2025-05-29,female,credit_sales,0.0
Sana'a,AMB,2025-05-29,female,first_borrowers_only,0.0
Sana'a,AMB,2025-05-29,male,cash_sales,4254.0
Sana'a,AMB,2025-05-29,male,credit_sales,0.0
Sana'a,AMB,2025-05-29,male,first_borrowers_only,0.0
Sana'a,AMP,2025-05-29,female,cash_sales,0.0
Sana'a,AMP,2025-05-29,female,credit_sales,0.0
Sana'a,AMP,2025-05-29,female,first_borrowers_only,0.0
Sana'a,AMP,2025-05-29,male,cash_sales,0.0
Sana'a,AMP,2025-05-29,male,credit_sales,0.0
Sana'a,AMP,2025-05-29,male,first_borrowers_only,0.0
Sana'a,Azal,2025-05-29,female,cash_sales,78.0
Sana'a,Azal,2025-05-29,female,credit_sales,0.0
Sana'a,Azal,2025-05-29,female,first_borrowers_only,0.0
Sana'a,Azal,2025-05-29,male,cash_sales,424.0
Sana'a,Azal,2025-05-29,male,credit_sales,12.0
Sana'a,Azal,2025-05-29,male,first_borrowers_only,0.0
Sana'a,KIMB,2025-05-29,female,cash_sales,211.0
Sana'a,KIMB,2025-05-29,female,credit_sales,
Sana'a,KIMB,2025-05-29,female,first_borrowers_only,
Sana'a,KIMB,2025-05-29,male,cash_sales,795.0
Sana'a,KIMB,2025-05-29,male,credit_sales,
Sana'a,KIMB,2025-05-29,male,first_borrowers_only,
Sana'a,NMF,2025-05-29,female,cash_sales,2321.0
Sana'a,NMF,2025-05-29,female,credit_sales,0.0
Sana'a,NMF,2025-05-29,female,first_borrowers_only,0.0
Sana'a,NMF,2025-05-29,male,cash_sales,1604.0
Sana'a,NMF,2025-05-29,male,credit_sales,0.0
Sana'a,NMF,2025-05-29,male,first_borrowers_only,0.0
Sana'a,TIIB,2025-05-29,female,cash_sales,0.0
Sana'a,TIIB,2025-05-29,female,credit_sales,0.0
Sana'a,TIIB,2025-05-29,female,first_borrowers_only,0.0
Sana'a,TIIB,2025-05-29,male,cash_sales,0.0
Sana'a,TIIB,2025-05-29,male,credit_sales,0.0
Sana'a,TIIB,2025-05-29,male,first_borrowers_only,0.0
Sana'a,YKB,2025-05-29,female,cash_sales,110.0
Sana'a,YKB,2025-05-29,female,credit_sales,48.0
Sana'a,YKB,2025-05-29,female,first_borrowers_only,0.0
Sana'a,YKB,2025-05-29,male,cash_sales,93.0
Sana'a,YKB,2025-05-29,male,credit_sales,18.0
Sana'a,YKB,2025-05-29,male,first_borrowers_only,0.0
Shabwah,AMB,2025-05-29,female,cash_sales,0.0
Shabwah,AMB,2025-05-29,female,credit_sales,0.0
Shabwah,AMB,2025-05-29,female,first_borrowers_only,0.0
Shabwah,AMB,2025-05-29,male,cash_sales,0.0
Shabwah,AMB,2025-05-29,male,credit_sales,0.0
Shabwah,AMB,2025-05-29,male,first_borrowers_only,0.0
Shabwah,AMP,2025-05-29,female,cash_sales,0.0
Shabwah,AMP,2025-05-29,female,credit_sales,0.0
Shabwah,AMP,2025-05-29,female,first_borrowers_only,0.0
Shabwah,AMP,2025-05-29,male,cash_sales,0.0
Shabwah,AMP,2025-05-29,male,credit_sales,0.0
Shabwah,AMP,2025-05-29,male,first_borrowers_only,0.0
Shabwah,Azal,2025-05-29,female,cash_sales,0.0
Shabwah,Azal,2025-05-29,female,credit_sales,0.0
Shabwah,Azal,2025-05-29,female,first_borrowers_only,0.0
Shabwah,Azal,2025-05-29,male,cash_sales,0.0
Shabwah,Azal,2025-05-29,male,credit_sales,0.0
Shabwah,Azal,2025-05-29,male,first_borrowers_only,0.0
Shabwah,KIMB,2025-05-29,female,cash_sales,0.0
Shabwah,KIMB,2025-05-29,female,credit_sales,
Shabwah,KIMB,2025-05-29,female,first_borrowers_only,
Shabwah,KIMB,2025-05-29,male,cash_sales,0.0
Shabwah,KIMB,2025-05-29,male,credit_sales,
Shabwah,KIMB,2025-05-29,male,first_borrowers_only,
Shabwah,NMF,2025-05-29,female,cash_sales,0.0
Shabwah,NMF,2025-05-29,female,credit_sales,0.0
Shabwah,NMF,2025-05-29,female,first_borrowers_only,0.0
Shabwah,NMF,2025-05-29,male,cash_sales,0.0
Shabwah,NMF,2025-05-29,male,credit_sales,0.0
Shabwah,NMF,2025-05-29,male,first_borrowers_only,0.0
Shabwah,TIIB,2025-05-29,female,cash_sales,0.0
Shabwah,TIIB,2025-05-29,female,credit_sales,0.0
Shabwah,TIIB,2025-05-29,female,first_borrowers_only,0.0
Shabwah,TIIB,2025-05-29,male,cash_sales,0.0
Shabwah,TIIB,2025-05-29,male,credit_sales,0.0
Shabwah,TIIB,2025-05-29,male,first_borrowers_only,0.0
Shabwah,YKB,2025-05-29,female,cash_sales,0.0
Shabwah,YKB,2025-05-29,female,credit_sales,0.0
Shabwah,YKB,2025-05-29,female,first_borrowers_only,0.0
Shabwah,YKB,2025-05-29,male,cash_sales,0.0
Shabwah,YKB,2025-05-29,male,credit_sales,0.0
Shabwah,YKB,2025-05-29,male,first_borrowers_only,0.0
Socotra,AMB,2025-05-29,female,cash_sales,0.0
Socotra,AMB,2025-05-29,female,credit_sales,0.0
Socotra,AMB,2025-05-29,female,first_borrowers_only,0.0
Socotra,AMB,2025-05-29,male,cash_sales,0.0
Socotra,AMB,2025-05-29,male,credit_sales,0.0
Socotra,AMB,2025-05-29,male,first_borrowers_only,0.0
Socotra,AMP,2025-05-29,female,cash_sales,0.0
Socotra,AMP,2025-05-29,female,credit_sales,0.0
Socotra,AMP,2025-05-29,female,first_borrowers_only,0.0
Socotra,AMP,2025-05-29,male,cash_sales,0.0
Socotra,AMP,2025-05-29,male,credit_sales,0.0
Socotra,AMP,2025-05-29,male,first_borrowers_only,0.0
Socotra,Azal,2025-05-29,female,cash_sales,0.0
Socotra,Azal,2025-05-29,female,credit_sales,0.0
Socotra,Azal,2025-05-29,female,first_borrowers_only,0.0
Socotra,Azal,2025-05-29,male,cash_sales,0.0
Socotra,Azal,2025-05-29,male,credit_sales,0.0
Socotra,Azal,2025-05-29,male,first_borrowers_only,0.0
Socotra,KIMB,2025-05-29,female,cash_sales,0.0
Socotra,KIMB,2025-05-29,female,credit_sales,
Socotra,KIMB,2025-05-29,female,first_borrowers_only,
Socotra,KIMB,2025-05-29,male,cash_sales,0.0
Socotra,KIMB,2025-05-29,male,credit_sales,
Socotra,KIMB,2025-05-29,male,first_borrowers_only,
Socotra,NMF,2025-05-29,female,cash_sales,0.0
Socotra,NMF,2025-05-29,female,credit_sales,0.0
Socotra,NMF,2025-05-29,female,first_borrowers_only,0.0
Socotra,NMF,2025-05-29,male,cash_sales,0.0
Socotra,NMF,2025-05-29,male,credit_sales,0.0
Socotra,NMF,2025-05-29,male,first_borrowers_only,0.0
Socotra,TIIB,2025-05-29,female,cash_sales,0.0
Socotra,TIIB,2025-05-29,female,credit_sales,0.0
Socotra,TIIB,2025-05-29,female,first_borrowers_only,0.0
Socotra,TIIB,2025-05-29,male,cash_sales,0.0
Socotra,TIIB,2025-05-29,male,credit_sales,0.0
Socotra,TIIB,2025-05-29,male,first_borrowers_only,0.0
Socotra,YKB,2025-05-29,female,cash_sales,0.0
Socotra,YKB,2025-05-29,female,credit_sales,0.0
Socotra,YKB,2025-05-29,female,first_borrowers_only,0.0
Socotra,YKB,2025-05-29,male,cash_sales,0.0
Socotra,YKB,2025-05-29,male,credit_sales,0.0
Socotra,YKB,2025-05-29,male,first_borrowers_only,0.0
Taizz,AMB,2025-05-29,female,cash_sales,8.0
Taizz,AMB,2025-05-29,female,credit_sales,0.0
Taizz,AMB,2025-05-29,female,first_borrowers_only,0.0
Taizz,AMB,2025-05-29,male,cash_sales,1770.0
Taizz,AMB,2025-05-29,male,credit_sales,0.0
Taizz,AMB,2025-05-29,male,first_borrowers_only,0.0
Taizz,AMP,2025-05-29,female,cash_sales,0.0
Taizz,AMP,2025-05-29,female,credit_sales,0.0
Taizz,AMP,2025-05-29,female,first_borrowers_only,0.0
Taizz,AMP,2025-05-29,male,cash_sales,0.0
Taizz,AMP,2025-05-29,male,credit_sales,0.0
Taizz,AMP,2025-05-29,male,first_borrowers_only,0.0
Taizz,Azal,2025-05-29,female,cash_sales,0.0
Taizz,Azal,2025-05-29,female,credit_sales,0.0
Taizz,Azal,2025-05-29,female,first_borrowers_only,0.0
Taizz,Azal,2025-05-29,male,cash_sales,0.0
Taizz,Azal,2025-05-29,male,credit_sales,0.0
Taizz,Azal,2025-05-29,male,first_borrowers_only,0.0
Taizz,KIMB,2025-05-29,female,cash_sales,124.0
Taizz,KIMB,2025-05-29,female,credit_sales,
Taizz,KIMB,2025-05-29,female,first_borrowers_only,
Taizz,KIMB,2025-05-29,male,cash_sales,373.0
Taizz,KIMB,2025-05-29,male,credit_sales,
Taizz,KIMB,2025-05-29,male,first_borrowers_only,
Taizz,NMF,2025-05-29,female,cash_sales,603.0
Taizz,NMF,2025-05-29,female,credit_sales,0.0
Taizz,NMF,2025-05-29,female,first_borrowers_only,0.0
Taizz,NMF,2025-05-29,male,cash_sales,555.0
Taizz,NMF,2025-05-29,male,credit_sales,0.0
Taizz,NMF,2025-05-29,male,first_borrowers_only,0.0
Taizz,TIIB,2025-05-29,female,cash_sales,0.0
Taizz,TIIB,2025-05-29,female,credit_sales,0.0
Taizz,TIIB,2025-05-29,female,first_borrowers_only,0.0
Taizz,TIIB,2025-05-29,male,cash_sales,0.0
Taizz,TIIB,2025-05-29,male,credit_sales,0.0
Taizz,TIIB,2025-05-29,male,first_borrowers_only,0.0
Taizz,YKB,2025-05-29,female,cash_sales,0.0
Taizz,YKB,2025-05-29,female,credit_sales,0.0
Taizz,YKB,2025-05-29,female,first_borrowers_only,0.0
Taizz,YKB,2025-05-29,male,cash_sales,0.0
Taizz,YKB,2025-05-29,male,credit_sales,0.0
Taizz,YKB,2025-05-29,male,first_borrowers_only,0.0
Abyan,AMB,2025-06-15,female,cash_sales,0.0
Abyan,AMB,2025-06-15,female,credit_sales,0.0
Abyan,AMB,2025-06-15,female,first_borrowers_only,0.0
Abyan,AMB,2025-06-15,male,cash_sales,0.0
Abyan,AMB,2025-06-15,male,credit_sales,0.0
Abyan,AMB,2025-06-15,male,first_borrowers_only,0.0
Abyan,AMP,2025-06-15,female,cash_sales,37.0
Abyan,AMP,2025-06-15,female,credit_sales,187.0
Abyan,AMP,2025-06-15,female,first_borrowers_only,144.0
Abyan,AMP,2025-06-15,male,cash_sales,159.0
Abyan,AMP,2025-06-15,male,credit_sales,326.0
Abyan,AMP,2025-06-15,male,first_borrowers_only,297.0
Abyan,Azal,2025-06-15,female,cash_sales,0.0
Abyan,Azal,2025-06-15,female,credit_sales,0.0
Abyan,Azal,2025-06-15,female,first_borrowers_only,0.0
Abyan,Azal,2025-06-15,male,cash_sales,0.0
Abyan,Azal,2025-06-15,male,credit_sales,0.0
Abyan,Azal,2025-06-15,male,first_borrowers_only,0.0
Abyan,KIMB,2025-06-15,female,cash_sales,68.0
Abyan,KIMB,2025-06-15,female,credit_sales,
Abyan,KIMB,2025-06-15,female,first_borrowers_only,
Abyan,KIMB,2025-06-15,male,cash_sales,1403.0
Abyan,KIMB,2025-06-15,male,credit_sales,
Abyan,KIMB,2025-06-15,male,first_borrowers_only,
Abyan,NMF,2025-06-15,female,cash_sales,266.0
Abyan,NMF,2025-06-15,female,credit_sales,0.0
Abyan,NMF,2025-06-15,female,first_borrowers_only,0.0
Abyan,NMF,2025-06-15,male,cash_sales,30.0
Abyan,NMF,2025-06-15,male,credit_sales,0.0
Abyan,NMF,2025-06-15,male,first_borrowers_only,0.0
Abyan,TIIB,2025-06-15,female,cash_sales,0.0
